adm1,date,q,cases_asymptomatic_active,cumulative_deaths,daily_cases,daily_cases_reported,daily_deaths,cumulative_cases,cumulative_cases_reported,ICU,VENT,CASE_REPORT,Reff,doubling_t,N,cases_active,hospitalizations,cases_per_100k
1,2020-09-05,0.05,803.42185,591.197,-2169.8846999999996,-64.09254999999999,0.0,197517.94965,9590.9084,16.6634,11.7754,0.020812691914472953,1.0036368039005403,932.6397429049355,7496798.198,3440.65945,68.68955000000001,45.89505224934428
1,2020-09-05,0.25,1601.5967500000002,591.197,-1289.7735,-41.46275,0.0,245525.64125000002,9613.5375,26.483999999999998,18.62475,0.02744667357506035,1.0041735086624712,1047.207840222315,7496798.2,5114.308250000001,105.21199999999999,68.21990019686005
1,2020-09-05,0.5,2252.0265,591.197,-855.7745000000001,-27.58,0.0,290821.74100000004,9627.4195,35.626,26.5925,0.03325936547494911,1.0046125500833658,1130.9791855476192,7496798.201,6443.038500000001,137.2115,85.94386999960278
1,2020-09-05,0.75,3022.12175,591.197,-509.52225,-17.45125,0.0,351905.46124999993,9637.548750000002,47.54025000000001,36.18725,0.039259365472980354,1.0051519016990074,1214.803706066691,7496798.202000001,8285.404499999999,178.70225,110.51924137146459
1,2020-09-05,0.95,4680.243899999999,591.197,-207.5367000000001,-7.78315,0.0,460930.9830499999,9647.216799999998,68.08319999999998,53.34479999999997,0.048893347134357515,1.006376213545263,1351.6212509305722,7496798.204000001,11392.6906,259.75039999999996,151.96741715578395
1,2020-09-06,0.05,804.7777000000001,592.33195,370.57075000000003,15.0626,1.1369500000000003,197900.57535,9606.71595,16.707500000000003,11.854899999999999,0.020812691908675553,1.0036368040408947,932.6397427007887,7496798.195000001,3194.50095,67.42235,42.61153717770576
1,2020-09-06,0.25,1600.7769999999998,593.0219999999999,509.05125,18.402499999999996,1.82675,246061.70675,9632.604,25.515,18.197750000000003,0.02744667357500566,1.0041735087964312,1047.2078404843362,7496798.197000001,4853.17275,101.0895,64.73660651479318
1,2020-09-06,0.5,2253.8779999999997,593.6125,626.7955,20.578,2.419,291560.591,9647.67,34.421,25.899,0.033259365474884915,1.0046125496143956,1130.9791854242626,7496798.199,6151.297500000001,131.8915,82.05232869707662
1,2020-09-06,0.75,3035.785250000001,594.38775,782.73175,22.799,3.1937499999999996,352979.9785000001,9660.15925,46.06275000000001,34.71325,0.039259365472949496,1.0051519018675197,1214.8037056236353,7496798.200000001,7922.33575,171.80475,105.67625723205407
1,2020-09-06,0.95,4703.3204,596.08685,1048.3328499999998,26.208849999999998,4.8889499999999995,462725.1575999999,9673.32435,65.79734999999998,51.499149999999986,0.04889334714181225,1.0063762133047474,1351.6212503735446,7496798.2020000005,10955.290149999999,245.6586,146.132920412308
1,2020-09-07,0.05,825.2753499999999,593.4648500000001,442.8246500000001,16.988300000000002,1.1179000000000001,198373.77940000003,9625.4502,16.737750000000002,12.094050000000001,0.020812691919866996,1.0036368030437757,932.6397426828344,7496798.195000001,2995.8708999999994,69.22035,39.962005406496054
1,2020-09-07,0.25,1647.6354999999999,594.79375,600.1285,21.10775,1.7435000000000003,246679.27425000002,9654.31475,25.443,17.959999999999997,0.027446673573404974,1.0041735089303885,1047.2078401749266,7496798.197000001,4680.562750000001,100.76475,62.43415691612221
1,2020-09-07,0.5,2325.9645,595.8605,721.9150000000001,23.531499999999998,2.237,292233.6605,9671.202000000001,33.7225,25.3795,0.03325936547468483,1.0046125498154814,1130.9791855985698,7496798.199,5990.1835,129.489,79.90322456324131
1,2020-09-07,0.75,3092.694,597.249,865.2347500000001,26.01575,2.86525,353876.917,9685.894250000001,45.747749999999996,33.82925,0.03925936547311623,1.0051519015315762,1214.8037057127667,7496798.200000001,7655.4937500000015,168.56849999999997,102.11684436163696
1,2020-09-07,0.95,4765.669999999997,600.0338500000001,1135.8305999999995,29.6766,4.103599999999999,464018.2315499999,9701.500949999998,65.58165,50.81564999999999,0.04889334712939362,1.0063762134107792,1351.621250395472,7496798.202000001,10575.6027,240.20875,141.0682589425794
1,2020-09-08,0.05,833.7801000000001,594.5889500000001,417.463,17.389499999999998,1.0847999999999998,198761.35835000002,9643.5521,16.99665,12.324400000000002,0.02081269191986033,1.003636804429781,932.6397425738691,7496798.195000001,2910.2295500000005,69.3071,38.81963305269417
1,2020-09-08,0.25,1668.46925,596.4695,578.09175,20.6115,1.63525,247315.225,9675.222249999999,25.5165,18.102249999999998,0.027446673577740156,1.0041735085618644,1047.2078403816988,7496798.197000002,4518.300249999999,99.976,60.26973290821794
1,2020-09-08,0.5,2361.0029999999997,597.949,719.261,23.058,2.0805,292983.0495,9694.626,33.59349999999999,25.161500000000004,0.03325936547521839,1.004612549815148,1130.979185538137,7496798.199,5776.6065,129.3915,77.05431501104755
1,2020-09-08,0.75,3173.5477499999997,599.8885,881.64325,25.677249999999997,2.6685000000000003,354688.50075,9711.19125,45.325250000000004,33.939,0.03925936547311623,1.005151901632386,1214.803704913947,7496798.200000001,7492.257750000001,167.306,99.9394348109837
1,2020-09-08,0.95,4901.185399999999,603.5943,1142.1868499999998,30.5159,3.7000499999999983,465367.46684999985,9730.13235,65.73249999999999,50.71395,0.048893347135169414,1.0063762134442336,1351.6212507289524,7496798.202000001,10320.714899999997,240.67055000000002,137.66830347983262
1,2020-09-09,0.05,857.3537500000001,595.6227499999999,455.68190000000004,17.8463,1.0723500000000001,199255.5074,9661.30755,17.9008,12.575849999999999,0.020812691916952425,1.0036368044227044,932.639743464924,7496798.195,2757.6310499999995,71.57329999999999,36.78411740947229
