adm1,date,q,cases_asymptomatic_active,cumulative_deaths,daily_cases,daily_cases_reported,daily_deaths,cumulative_cases,cumulative_cases_reported,ICU,VENT,CASE_REPORT,Reff,doubling_t,N,cases_active,hospitalizations,cases_per_100k
10,2020-08-26,0.05,80.63825,204.165,-214.7629,-17.4625,0.0,59682.0527,7906.5375,1.93395,1.2768499999999998,0.056000000018297136,1.0100000000000002,172.4587500549459,6121182.000999999,356.967,8.05965,5.831667804382934
10,2020-08-26,0.25,160.51874999999998,204.165,-128.4685,-11.352749999999999,0.0,73856.35575,7912.647250000001,3.07875,2.14175,0.07300000002385158,1.0120000001653273,268.0770000437949,6121182.001000001,519.573,12.163499999999999,8.488115529241227
10,2020-08-26,0.5,227.85899999999998,204.165,-87.2695,-7.63,0.0,88570.74,7916.370000000001,4.0295,3.0540000000000003,0.08900000000000001,1.0140000001656542,334.5194999453505,6121182.002,658.515,15.8775,10.757971251056421
10,2020-08-26,0.75,308.936,204.165,-51.99549999999999,-4.8515,0.0,108141.36825,7919.148499999999,5.454000000000001,4.13,0.10700000000437006,1.0179999999999998,396.67175004859286,6121182.002,820.1192500000001,20.54775,13.398053672183558
10,2020-08-26,0.95,450.12545,204.165,-21.87640000000001,-2.1441500000000016,0.0,140480.58354999998,7921.85585,7.912999999999999,6.232449999999999,0.13299999997827214,1.028,495.3721498462387,6121182.0030000005,1123.0865000000001,28.894549999999988,18.347542998224423
10,2020-08-27,0.05,80.55485,204.296,36.6647,4.02595,0.131,59719.5774,7910.87735,1.9603000000000002,1.3308,0.05600000001829713,1.01,172.45875002817408,6121182.0,328.7851,7.7796,5.371268163567102
10,2020-08-27,0.25,160.55249999999998,204.37775,49.4065,4.94225,0.21275,73902.80575,7917.74875,2.992,2.08425,0.07300000001192579,1.012,268.0769999780728,6121182.001,494.43425,11.74975,8.077430958909991
10,2020-08-27,0.5,227.429,204.44150000000002,62.6195,5.542999999999999,0.2765,88628.098,7921.8555,3.904,2.9684999999999997,0.08900000000726985,1.014,334.51950000000005,6121182.001999999,623.2115,15.2,10.181228066676919
10,2020-08-27,0.75,308.45425,204.53225,78.4485,6.18175,0.36724999999999997,108210.01375,7925.27,5.27225,3.9699999999999998,0.10699999999999998,1.018,396.67174996761725,6121182.002,788.77325,19.7515,12.885963033647434
10,2020-08-27,0.95,451.66939999999977,204.72205,103.9412,7.11555,0.5570499999999999,140603.54249999998,7928.88665,7.615649999999998,5.919149999999995,0.13299999993698927,1.028,495.37214975721736,6121182.0030000005,1085.7381500000001,27.853299999999994,17.737393684224358
10,2020-08-28,0.05,81.14215,204.42699999999996,44.580850000000005,4.906200000000001,0.12895,59781.0473,7916.395549999999,1.9846500000000002,1.3683,0.05600000001829712,1.01,172.45875008311998,6121182.0,312.11465,8.0225,5.098927788783277
10,2020-08-28,0.25,164.001,204.576,61.474,5.9545,0.199,73964.26375,7924.099,2.9827500000000002,2.0947500000000003,0.07300000002087015,1.0120000001653273,268.07700004379495,6121182.001,475.00300000000004,11.71125,7.759988184020671
10,2020-08-28,0.5,234.2535,204.701,74.86500000000001,6.6370000000000005,0.2545,88699.4645,7928.512,3.8675,2.9379999999999997,0.08900000000726985,1.0140000001656544,334.51949994533686,6121182.001999999,605.2964999999999,15.101500000000001,9.888555834514133
10,2020-08-28,0.75,319.2255,204.86225000000002,90.9395,7.336250000000001,0.331,108296.38650000001,7932.356,5.207,3.94475,0.107,1.0179999999999998,396.6717499837898,6121182.002,771.2537500000001,19.52225,12.599751971890477
10,2020-08-28,0.95,473.4878499999999,205.1911,119.45184999999998,8.42575,0.46904999999999997,140741.2371,7936.64355,7.5809,5.938499999999999,0.13299999997935855,1.0279999998404559,495.37214983409814,6121182.0030000005,1064.9858,27.450799999999997,17.398368476513994
10,2020-08-29,0.05,84.71325,204.55595000000002,36.0643,3.60145,0.126,59807.64875,7921.006249999999,1.9866500000000002,1.4036,0.05600000001829712,1.0100000001567508,172.45875005494588,6121182.0,305.7949,8.113050000000001,4.995683840147213
10,2020-08-29,0.25,169.96525,204.77175,57.403999999999996,5.33725,0.19,74018.9255,7929.7005,2.9937500000000004,2.10625,0.07300000001192579,1.0120000001653273,268.07700008758997,6121182.001,466.84749999999997,11.716999999999999,7.626754112583688
10,2020-08-29,0.5,240.9515,204.9405,75.616,6.7509999999999994,0.24,88765.4615,7935.139999999999,3.87,2.9095,0.08900000001453967,1.0140000001656544,334.51950005464954,6121182.001999999,588.3955000000001,15.044999999999998,9.612449030395618
10,2020-08-29,0.75,323.72675,205.16625000000002,93.87925,7.83775,0.306,108378.12874999999,7939.6065,5.22925,3.9262499999999996,0.10700000000437007,1.0179999999999998,396.67175,6121182.002,752.77375,19.39875,12.297849496290796
10,2020-08-29,0.95,473.51874999999995,205.5811,123.84925000000001,8.8771,0.4230999999999999,140868.2612,7944.808249999999,7.60555,6.013599999999999,0.13299999995763073,1.0279999998404559,495.37214991907257,6121182.0030000005,1027.64245,27.5386,16.78830084608415
10,2020-08-30,0.05,86.01345,204.68675000000002,31.920849999999998,3.6016,0.12495,59874.75055,7925.95805,2.0324999999999998,1.4148,0.05600000001829712,1.0100000001650007,172.45875005634818,6121182.0,296.53445,8.037,4.84439851649567
10,2020-08-30,0.25,170.29175,204.957,52.53075,4.90825,0.18,74067.9755,7935.487500000001,3.036,2.136,0.07300000001192579,1.012,268.07699999999994,6121182.001,442.9885,11.8455,7.236976452058283
