adm0,date,stat,cases_asymptomatic_active,cumulative_deaths,daily_cases,daily_cases_reported,daily_deaths,cumulative_cases,cumulative_cases_reported,ICU,VENT,CASE_REPORT,Reff,doubling_t,N,cases_active,hospitalizations,cases_per_100k
COD,2020-09-13,mean,892.5646149999993,7316.6584909999965,407.4550690000001,28.087858000000015,808.0185590000007,125130.92543399992,10428.065020000002,1281.1247189999992,1272.838411000001,0.08687025997502351,1.0223771333708855,257.0963490629976,89498822.52615698,1754.8930759999994,7016.133909999998,1.9608001831388489
COD,2020-09-14,mean,892.7922910000001,8171.970159000001,391.3233740000001,27.047378,855.3103449999993,125522.249827,10455.112756999997,1435.2012769999988,1427.0569659999994,0.08687060260088923,1.0223770539619785,257.09657600621784,89500527.02036294,1747.3676449999991,7865.9678149999945,1.9523545873673374
COD,2020-09-15,mean,887.3768510000001,9045.739730000012,374.0559829999999,25.90906499999998,873.7681409999989,125896.30670999995,10481.022313000001,1593.864075000001,1585.8579649999988,0.08687095360457416,1.0223769729023906,257.09679993785744,89502275.30511892,1726.5074869999996,8740.952410000002,1.9290096046320904
COD,2020-09-16,mean,879.7629239999999,9924.869674000016,360.12572500000016,25.011527,879.1283049999997,126256.433551,10506.03432999999,1752.8112949999993,1744.9439109999998,0.08687130594265194,1.0223768911420477,257.09702864524337,89504030.55241302,1698.6993700000007,9617.404975000005,1.8979026525573648
COD,2020-09-17,mean,875.0682180000005,10822.651416999997,355.42980900000043,24.913186999999983,897.7805430000001,126611.86426199993,10530.947949999992,1914.7414330000001,1906.999956000001,0.08687166496925525,1.022376807523096,257.0972631001124,89505820.70120999,1674.9728700000007,10510.13510500001,1.8713563619414502
COD,2020-09-18,mean,872.886178000001,11740.763952999996,352.6687710000003,25.011869000000004,918.1112310000001,126964.53402500007,10555.96052500001,2080.5884750000005,2072.9631689999997,0.08687203199147459,1.0223767210138832,257.0975170411985,89507652.533618,1657.331384,11424.290886999994,1.8516085910950757
COD,2020-09-19,mean,878.0693770000019,12697.59899000001,358.2606340000004,25.799576,956.8338360000005,127322.79547399982,10581.760560999988,2254.044732,2246.5200769999988,0.08687241439946373,1.0223766295808214,257.0978102326065,89509564.58819199,1653.565454000001,12380.162438000008,1.8473617446443682
COD,2020-09-20,mean,889.8077090000006,13707.770965000002,363.188019,26.649888000000008,1010.1705659999998,127685.98479300007,10608.411115999987,2435.7653859999996,2428.3296210000008,0.08687281571461267,1.0223765324739769,257.09813384414696,89511575.15734693,1661.9973200000004,13381.380362999993,1.8567401110733184
COD,2020-09-21,mean,906.579253000001,14744.337880000008,370.27635799999996,27.544852,1036.5655390000006,128056.2621680001,10635.956611,2622.864357000003,2615.5027499999974,0.08687322776141312,1.0223764300503224,257.0985062424052,89513641.33438899,1682.7816830000006,14411.996024999995,1.8799164662665964
COD,2020-09-22,mean,925.3831579999996,15826.690993000004,372.1372890000001,27.858956000000024,1082.3519550000003,128428.400389,10663.815959000007,2818.9950759999997,2811.704853999999,0.0868736582090496,1.0223763218167117,257.0989044581235,89515802.94949798,1708.5651549999986,15492.300457999994,1.9086743331386054
COD,2020-09-23,mean,943.0675529999996,16910.808390000006,371.3992099999999,27.93304800000003,1084.116129000002,128799.80070300007,10691.749787999996,3015.1317960000015,3007.90137,0.08687408920721425,1.022376213131375,257.09930829001945,89517966.28512102,1734.1931530000031,16572.582813,1.9372570948232626
COD,2020-09-24,mean,949.9919839999991,18029.733465999983,355.4024920000001,26.12538400000002,1118.9239739999996,129155.20437700005,10717.875810999994,3217.355819999997,3210.1886020000006,0.08687453368886629,1.022376100087048,257.09972981657984,89520198.39975478,1743.7073959999993,17686.55573999999,1.9478368314304093
