adm1,date,stat,cases_asymptomatic_active,cumulative_deaths,daily_cases,daily_cases_reported,daily_deaths,cumulative_cases,cumulative_cases_reported,ICU,VENT,CASE_REPORT,Reff,doubling_t,N,cases_active,hospitalizations,cases_per_100k
16.0,2020-09-10,mean,70.50321200000005,17.170971000000026,18.252182000000005,1.2313239999999996,3.1037990000000026,4520.318840999996,302.61797900000016,2.206961999999998,1.6734969999999978,0.07195419390310091,1.0237214819303144,236.03369283742313,811831.0846920011,122.47767500000002,10.738248000000006,15.086595882992897
16.0,2020-09-11,mean,71.797728,20.448422999999956,18.557658999999997,1.2546759999999988,3.277455000000003,4538.876502999999,303.8726280000002,2.5477060000000016,1.9358910000000016,0.07195425951168166,1.0237214467105764,236.03391097446953,811836.3486120015,124.15528899999975,12.842324999999992,15.293142418699082
16.0,2020-09-12,mean,73.10984899999998,23.74450599999999,18.777746000000004,1.267465999999998,3.2961229999999997,4557.6542549999995,305.14007999999956,2.8895260000000045,2.1987140000000025,0.0719543255432781,1.0237214113300852,236.0341311227871,811841.6357490007,125.81954299999998,14.949985999999962,15.498040191535576
16.0,2020-09-13,mean,74.54663,27.063739999999974,19.188582000000014,1.2980270000000012,3.319284999999999,4576.842816999994,306.4381300000001,3.233620000000007,2.462886999999998,0.07195439209934362,1.0237213757381205,236.03435379351276,811846.9518910004,127.65356199999977,17.06618100000003,15.723845695627949
16.0,2020-09-14,mean,75.93278499999994,30.41190300000001,19.328097000000007,1.3112640000000013,3.3481600000000005,4596.170916999997,307.7493570000002,3.579083999999991,2.727588999999997,0.07195445931850848,1.0237213398786158,236.03457963441846,811852.3046000007,129.3891389999999,19.18631499999997,15.937521919550361
16.0,2020-09-15,mean,77.30394499999994,33.795998999999945,19.595125999999983,1.3279030000000012,3.384109999999999,4615.766071,309.0773059999996,3.926967999999994,2.993574000000004,0.0719545273663508,1.023721303688588,236.03480949161974,811857.7025230015,131.13117899999997,21.315162000000015,16.15199050184349
16.0,2020-09-16,mean,78.76931999999998,37.22496800000001,19.957540000000012,1.357014,3.4289179999999977,4635.723613000001,310.43429699999996,4.278526,3.261530000000002,0.07195459645885462,1.0237212670865818,236.0350443699942,811863.1573260017,132.97956300000007,23.456934000000004,16.379553844762345
16.0,2020-09-17,mean,79.991002,40.709851999999984,19.886859000000015,1.3542760000000011,3.4849099999999984,4655.610492000008,311.7885989999996,4.632487000000002,3.5306029999999997,0.07195466687379229,1.023721229970082,236.03528558747024,811868.6831470032,134.51613699999993,25.606788,16.568706219653922
16.0,2020-09-18,mean,81.241139,44.26461999999994,20.181194000000037,1.3771119999999992,3.554754999999999,4675.7916879999975,313.1656460000005,4.991430000000001,3.8022900000000015,0.0719547389328317,1.0237211921975065,236.0355347560963,811874.2978910014,136.0895390000001,27.774796000000013,16.762390354457413
16.0,2020-09-19,mean,82.37123599999998,47.90669099999997,20.289671999999985,1.385782000000001,3.6420539999999955,4696.081344000001,314.55144999999953,5.3560820000000025,4.077067000000003,0.0719548130698321,1.0237211536003108,236.03579395505704,811880.0239090014,137.53261700000007,29.964246999999997,16.940017360916773
16.0,2020-09-20,mean,83.30301700000001,51.657930999999905,20.27445700000001,1.390013999999999,3.751202999999996,4716.355824,315.9414790000001,5.727606000000014,4.355563,0.07195488981516147,1.0237211139704283,236.03606574955518,811885.8888350016,138.74997099999985,32.17878099999989,17.0898365038831
16.0,2020-09-21,mean,84.09072699999996,55.54569899999997,20.263553000000005,1.3916549999999992,3.8877179999999956,4736.619376999998,317.33314,6.107553999999989,4.638574999999991,0.07195496984009268,1.0237210730488882,236.03635338817887,811891.9279720007,139.7594999999997,34.42570699999998,17.21405216444269
16.0,2020-09-22,mean,84.77849399999985,59.604220000000026,20.40355599999997,1.3998290000000015,4.058512000000001,4757.02294200001,318.73293100000024,6.499626999999988,4.928377000000006,0.07195505398615126,1.0237210304966027,236.03666098084818,811898.1847880036,140.72925500000002,36.71943500000004,17.33336243838827
16.0,2020-09-23,mean,85.34615599999977,63.876530999999964,20.37458300000001,1.404938,4.2722719999999965,4777.397481000005,320.13783899999953,6.905996999999991,5.22609800000001,0.07195514331181402,1.0237209858905818,236.03699365077287,811904.7144100014,141.51785600000005,39.067998000000024,17.43035278503573
16.0,2020-09-24,mean,85.53032300000001,68.41646300000006,20.085599999999992,1.384344,4.539921000000003,4797.483081,321.52217799999994,7.329654000000003,5.533227000000006,0.07195523913743906,1.023720938728461,236.0373578555336,811911.5854550031,141.89244,41.483945000000084,17.476341333457153
16.0,2020-09-25,mean,85.7756939999999,73.29139699999993,20.29238100000001,1.3995879999999983,4.874963000000003,4817.775489999997,322.92178600000005,7.777242999999996,5.853794999999994,0.07195534314436627,1.0237208883486153,236.03776172563863,811918.8837570038,142.36929199999983,43.99307100000003,17.53491572227171
