adm0,date,stat,cases_asymptomatic_active,cumulative_deaths,daily_cases,daily_cases_reported,daily_deaths,cumulative_cases,cumulative_cases_reported,ICU,VENT,CASE_REPORT,Reff,doubling_t,N,cases_active,hospitalizations,cases_per_100k
AFG,2020-07-06,mean,3769.292946000004,807.0010000000117,-1519.7540810000012,-118.449152,0.0,395667.15940199984,31903.549741999977,58.142080000000036,43.14077300000003,0.07977810721585994,1.0220431346036511,90.40759579331862,39633168.63991401,10643.440536000016,219.4083329999999,26.85488165909893
AFG,2020-07-07,mean,3816.939764000004,811.3433220000002,1006.7104430000007,79.11314699999994,4.343784999999978,396673.8699830005,31982.663197000016,56.224379000000006,41.764832999999925,0.07977810758172578,1.0220431339651177,90.40759609935641,39633169.72490698,10251.853985999995,211.57834000000005,25.866853590459467
AFG,2020-07-08,mean,3923.217130000002,1135.952330000002,1108.2354939999993,87.60496699999999,324.607112,397782.10497600015,32070.268747000002,150.700702,114.65571899999989,0.07977831925575328,1.022042784947302,90.40776942500612,39633807.159394,9983.819282000013,524.5007590000001,25.19015960755021
AFG,2020-07-09,mean,4062.5591890000014,1383.611615999998,1175.375501000001,93.19847899999999,247.65770500000028,398957.48047500005,32163.46705200003,224.70482400000014,171.7233219999997,0.0797784760328091,1.022042541248484,90.40789511496098,39634296.53821001,9810.913120999998,770.1183440000004,24.753594684193896
AFG,2020-07-10,mean,4213.641096000001,1629.367494999998,1215.5692079999997,96.59171599999999,245.75340299999985,400173.0494119999,32260.05886400003,298.7603100000001,228.80669700000013,0.07977863249376085,1.0220422937388023,90.40802228800655,39634781.977234915,9703.843818999998,1016.375245,24.483151754369707
AFG,2020-07-11,mean,4363.627697000007,1878.5321409999992,1241.717613000002,98.86556899999995,249.16241900000003,401414.7675259997,32358.92438700004,374.2108659999998,286.9623799999997,0.07977878892422031,1.0220420453177717,90.40815395714928,39635274.095847994,9643.33723100001,1267.6612770000002,24.33018933508574
AFG,2020-07-12,mean,4507.230802999997,2129.678193000003,1261.9472099999994,100.58975300000007,251.1435990000003,402676.715348,32459.514211000034,450.3792169999999,345.72312099999976,0.0797789437921564,1.0220417979537588,90.40828632826863,39635770.164309,9618.124095999998,1522.0333660000017,24.266272753445502
AFG,2020-07-13,mean,4645.099663000003,2392.9531610000004,1285.6471269999993,102.56588600000015,263.27310800000015,403962.36217100016,32562.080431999988,529.37163,406.91730699999977,0.07977909208621825,1.0220415549501205,90.40841933585232,39636289.436159946,9626.608014999987,1788.2524169999992,24.287359265818893
AFG,2020-07-14,mean,4781.1323100000045,2690.7115150000013,1317.8250039999998,105.17882800000004,297.7561329999998,405280.18723900034,32667.25949600004,614.3484510000001,473.8680459999998,0.07977921017057846,1.0220413336228882,90.40855778172013,39636872.86294095,9672.496489999994,2084.758115000002,24.402773961119998
AFG,2020-07-15,mean,4917.0682820000075,3108.7343000000033,1354.2284509999995,108.07461399999998,418.0208989999998,406634.41628499964,32775.33420899999,723.104362,562.9060979999999,0.07977924898098301,1.0220411669927865,90.40872760632195,39637689.13302198,9755.398604999997,2494.2496759999995,24.611421145822597
