adm1,date,q,cases_asymptomatic_active,cumulative_deaths,daily_cases,daily_cases_reported,daily_deaths,cumulative_cases,cumulative_cases_reported,ICU,VENT,CASE_REPORT,Reff,doubling_t,N,cases_active,hospitalizations,cases_per_100k
1.0,2020-08-12,0.05,149.89420000000007,512.001,-589.6481000000002,-26.012249999999998,0.0,197280.74834999998,14764.98685,2.3175499999999998,1.6284499999999995,0.030181119069635956,1.0162495040872856,130.8672491954784,5113775.0200000005,520.2896999999999,9.782150000000001,10.174278257552283
1.0,2020-08-12,0.25,322.8465,512.001,-322.40675,-15.139750000000001,0.0,247097.78350000002,14775.861249999998,5.067749999999999,3.578499999999999,0.04100000000601317,1.019646798249116,179.5003559419627,5113775.023,1068.4899999999998,20.125999999999998,20.894348992560282
1.0,2020-08-12,0.5,518.0305000000001,512.001,-192.91999999999996,-9.3385,0.0,294702.243,14781.661000000004,7.843500000000001,5.7605,0.0501811190035682,1.0228757870933125,216.7556814964098,5113775.025,1638.69,30.365499999999997,32.0446244112978
1.0,2020-08-12,0.75,799.6189999999999,512.001,-104.56274999999998,-5.319749999999999,0.0,362526.5154999999,14785.680250000001,11.132,8.148,0.05999999999999999,1.0280987278608922,252.88561300440827,5113775.027,2151.1225,41.6705,42.06525489765156
1.0,2020-08-12,0.95,1223.3155499999993,512.001,-43.88165000000001,-2.253850000000002,0.0,486834.0694999999,14788.747150000001,17.840049999999994,13.68345,0.07518111889603404,1.0401324158129224,308.5761867897044,5113775.029999999,3042.708449999999,63.40119999999998,59.500240666629395
1.0,2020-08-13,0.05,150.68029999999996,512.1739500000001,75.03384999999999,4.150499999999999,0.17195,197421.2512,14771.075200000001,2.3137499999999998,1.6940999999999995,0.0301811190640102,1.0162495034485501,130.8672491791457,5113775.019,483.22855000000004,10.032799999999998,9.449546532739241
1.0,2020-08-13,0.25,325.5405,512.3395000000002,110.77250000000002,5.652999999999999,0.3417500000000001,247181.41525000002,14783.39075,4.946999999999999,3.525499999999999,0.04100000000400878,1.0196467972995527,179.50035629957839,5113775.022,1008.87325,19.499000000000002,19.728541941319687
1.0,2020-08-13,0.5,520.5989999999999,512.5155,146.8065,7.519,0.5155000000000001,294848.4465,14788.735,7.606,5.5,0.050181118988448487,1.0228757863111853,216.75568137527378,5113775.024,1566.7505000000003,29.070500000000003,30.63784567461254
1.0,2020-08-13,0.75,805.6284999999999,512.7282500000001,188.82749999999996,8.86375,0.7282500000000001,362737.89024999994,14792.99125,10.614250000000002,7.8694999999999995,0.05999999999120021,1.0280987280143203,252.885612885181,5113775.0260000015,2065.674,40.06750000000001,40.39430732672985
1.0,2020-08-13,0.95,1227.4426999999994,513.09315,262.5555499999999,10.420149999999996,1.0921499999999993,487013.96784999996,14797.002049999996,16.846149999999998,13.204699999999997,0.07518111889714495,1.040132415492549,308.5761870847101,5113775.029000001,2899.9105499999987,60.358399999999996,56.70782413294932
