adm1,date,stat,cases_asymptomatic_active,cumulative_deaths,daily_cases,daily_cases_reported,daily_deaths,cumulative_cases,cumulative_cases_reported,ICU,VENT,CASE_REPORT,Reff,doubling_t,N,cases_active,hospitalizations,cases_per_100k
5,2020-10-12,mean,4989.879435999995,393.9104020000001,1049.0784140000012,55.70983100000004,3.2878239999999996,305911.024209,15524.037471999987,52.07399600000009,38.79743899999997,0.05442984819085465,1.107679143755659,53.70516118862003,1661572.474240003,10787.910526000009,199.39660299999997,649.2591020403344
5,2020-10-13,mean,4829.177178999994,397.01354800000024,1023.981619,54.54683,3.1031179999999967,306935.0058920001,15578.584329000005,49.627510999999956,36.93256199999994,0.05442984818188764,1.1076791532165602,53.705161096252255,1661572.4968650015,10206.748722000002,190.89173400000004,614.2824788721376
5,2020-10-14,mean,4675.944462000002,399.93107600000025,999.5448539999996,53.38509100000004,2.917550000000001,307934.5506999997,15631.969444999979,47.318078000000014,35.17273199999998,0.05442984818031291,1.1076791637671597,53.70516096357652,1661572.5255550041,9690.146559000004,182.8438540000001,583.1913088333757
5,2020-10-15,mean,4529.041641999996,402.66509199999956,974.8964779999997,52.18808699999997,2.734042000000002,308909.4471700003,15684.157503999986,45.13616799999996,33.51158299999995,0.05442984819051983,1.1076791753695134,53.70516077079889,1661572.5634000008,9229.785534999985,175.20662199999978,555.4849507212308
5,2020-10-16,mean,4387.647935999999,405.2214579999997,950.4226930000009,50.982949999999995,2.5563610000000034,309859.86986899975,15735.140438000004,43.07627000000006,31.945582999999985,0.05442984822210033,1.1076791880360022,53.70516049644679,1661572.6135190031,8817.99687099999,167.95434499999996,530.7018663677043
5,2020-10-17,mean,4251.705694000001,407.6103839999998,926.8332429999996,49.817887999999996,2.388931000000002,310786.70311799966,15784.958313999994,41.13718000000008,30.474062000000057,0.05442984828143627,1.1076792019496173,53.70516010185944,1661572.6814180007,8448.424377999998,161.08319399999996,508.4595138378201
5,2020-10-18,mean,4121.458626,409.8461379999997,904.3975640000004,48.713815999999944,2.235745000000001,311691.10073399945,15833.672099999992,39.318183000000055,29.096344000000045,0.054429848384963474,1.107679217615047,53.7051595364068,1661572.7757510024,8115.719215999989,154.59397599999974,488.43597671078976
5,2020-10-19,mean,3997.610641,411.94725800000026,883.7769119999994,47.706926000000045,2.1011230000000025,312574.8776049999,15881.379047000004,37.62026899999999,27.81318899999999,0.054429848549639816,1.1076792357094905,53.705158720644896,1661572.9075630025,7815.841477999997,148.49638600000006,470.3881149255944
5,2020-10-20,mean,3880.246245000001,413.9383149999999,864.2033680000009,46.758988,1.9910880000000004,313439.0809570004,15928.138031999992,36.04263600000003,26.623974999999987,0.0544298488045132,1.1076792575576662,53.70515753764941,1661573.0956790026,7544.560287999994,142.79410400000012,454.06129333822093
5,2020-10-21,mean,3769.5356180000013,415.8476619999999,846.0034429999993,45.88212099999999,1.9092899999999982,314285.08439900004,15974.020200999983,34.58505899999996,25.528714000000015,0.05442984918304677,1.1076792848402297,53.70515583380412,1661573.3630490024,7298.559944999989,137.49417699999987,439.25595506701336
