date,geoid,quantile,new_cases,active_cases,cumulative_cases,new_deaths,cumulative_deaths,active_hospitalizations,active_icu,active_ventilations,doubling_time,Reff,case_reporting_rate,population
2020-08-20,2703,0.25,0.0,0.023,12.483,0.0,0.08,0.003,0.001,0.001,100.18775091840513,1.0320000056762522,0.05100000037401662,136357.579
2020-08-20,2703,0.5,0.0,0.051000000000000004,12.513,0.0,0.088,0.006500000000000001,0.002,0.001,124.61199908662945,1.0389999923803281,0.06200000000000001,136357.58
2020-08-20,2703,0.75,0.001,0.151,12.613,0.0,0.109,0.013000000000000001,0.003,0.002,151.66574972192961,1.049,0.07599999888528382,136357.58000000002
2020-08-20,2703,0.95,0.001,0.25604999999999994,12.6951,0.0,0.12904999999999997,0.023,0.006,0.005,185.54469999999998,1.0750499842318997,0.09399999931063605,136357.581
2020-08-21,2703,0.05,0.0,0.006,12.451,0.0,0.076,0.002,0.0,0.0,65.17645050183535,1.0250000221751516,0.03900000055772477,136357.578
2020-08-21,2703,0.25,0.0,0.021,12.483,0.0,0.08,0.003,0.001,0.001,100.1877507347428,1.032000007568336,0.05100000074803323,136357.579
2020-08-21,2703,0.5,0.0,0.047,12.5135,0.0,0.088,0.006,0.002,0.001,124.61199954282336,1.0389999923803281,0.06200000045468687,136357.58
2020-08-21,2703,0.75,0.0,0.138,12.613,0.0,0.109,0.012,0.003,0.002,151.66574999999997,1.049,0.07599999944264188,136357.58000000002
2020-08-21,2703,0.95,0.001,0.234,12.69605,0.0,0.13,0.020999999999999998,0.006,0.004,185.54469863927847,1.0750499925105006,0.09399999931063605,136357.581
2020-08-22,2703,0.05,0.0,0.005,12.451,0.0,0.076,0.001,0.0,0.0,65.17645097981719,1.0250000150340008,0.0390000002860127,136357.57800000004
2020-08-22,2703,0.25,0.0,0.019,12.483,0.0,0.08,0.003,0.001,0.001,100.18775091840509,1.032000007568336,0.05100000037401663,136357.579
2020-08-22,2703,0.5,0.0,0.042,12.5135,0.0,0.088,0.005,0.001,0.001,124.61199999999997,1.0389999923803281,0.06200000000000001,136357.58
2020-08-22,2703,0.75,0.0,0.127,12.613,0.0,0.109,0.011,0.003,0.002,151.66574999999997,1.049,0.07599999999999998,136357.58000000002
