adm0,date,quantile,R_eff,active_asymptomatic_cases,case_reporting_rate,cumulative_cases,cumulative_deaths,cumulative_deaths_per_100k,cumulative_reported_cases,cumulative_reported_cases_per_100k,current_hospitalizations,current_hospitalizations_per_100k,current_icu_usage,current_vent_usage,daily_cases,daily_deaths,daily_hospitalizations,daily_reported_cases,doubling_t,total_population
AFG,2020-12-13,0.99,1.1405596146179886,29561.064274412827,0.06352673638189235,1060336.2237494995,1827.2593279053049,4.610429573715439,49709.798499093675,125.4247394464711,2459.4133098591888,6.205442043501662,833.7506916895288,663.1799132658917,6034.146789369206,9.800894347245473,13.678472203831975,312.8759213811847,81.90044049900756,39633168.63839998
AFG,2020-12-14,0.01,1.126970080540032,4076.032829107795,0.0461243989807006,769068.9662764098,1807.4144823993945,4.560358266808417,48410.70885303338,122.14695548245659,1238.5898603775745,3.125134585321859,373.43087644639513,277.95281421751656,2882.8634991664107,5.770417720345295,6.724376562189879,165.38742027645782,76.90225658461266,39633168.63839998
AFG,2020-12-14,0.025,1.1281608701823909,5355.616107052725,0.047009971043398616,782952.7187744926,1809.2056930505207,4.564877740553927,48521.4625137679,122.42640238145428,1336.9377524674499,3.373280003587982,414.22567140558516,301.91979896440125,3135.7013353205853,6.076319558674486,7.157440301806247,175.38445248273942,77.27536381748816,39633168.63839998
AFG,2020-12-14,0.05,1.128800679727802,6982.06094024277,0.04813882568123462,794280.1918587438,1810.4046677584024,4.5679029205964845,48625.10355230167,122.68790314481579,1409.2649768008073,3.55577165595433,438.7346346601107,318.88751908352265,3284.3918107293784,6.3321649696944915,7.421755300075003,184.3156375694015,77.55328709002562,39633168.63839998
AFG,2020-12-14,0.1,1.1298463248715371,8939.350306982225,0.049781372937975486,813052.9378723833,1812.8606356407888,4.574099669346992,48716.15677218951,122.91764308995764,1484.0725875471235,3.7445216684220086,461.1521950840049,340.3044947668429,3508.2767853399473,6.651195426879729,7.872364911241065,194.474406655248,77.89756778598557,39633168.63839998
AFG,2020-12-14,0.15,1.1307060751698126,9911.951579089837,0.050726649382344766,828022.5686524522,1814.5125813771258,4.578267758331774,48777.03878480983,123.07125688040621,1531.1615010373034,3.8633335502571566,484.8223626014648,358.5358981318467,3653.4930599956206,6.906924098048791,8.212448125857444,201.52538120054703,78.13497432707612,39633168.63839998
AFG,2020-12-14,0.2,1.1312829888553824,10689.870084040078,0.05165365286290188,836927.6825816722,1815.7792736885733,4.5814637993120035,48822.17065503705,123.1851308697382,1581.2813906672973,3.989793006696965,499.5941306884834,374.69607417567664,3758.4102525501294,7.121563386982492,8.49011744746414,206.2717565957575,78.37792566699683,39633168.63839998
AFG,2020-12-14,0.25,1.1318451738660087,11310.583775285659,0.05233881553158611,846719.4050840023,1816.9957164798013,4.584533053759778,48879.38165680962,123.32948218894396,1621.8577668784358,4.09217285066388,513.8771257060677,385.473321886289,3838.378736414545,7.286554977048503,8.700159074513401,210.79344010953707,78.58525588413644,39633168.63839998
AFG,2020-12-14,0.3,1.1322743464431109,12025.850959152,0.05310208299961212,855724.0396723094,1817.817570800192,4.58660670658297,48921.82399799587,123.43657012221894,1657.349445349818,4.181723294624587,525.0449656620938,394.42064019756407,3924.1313272337898,7.428312609131215,8.849866256918839,215.1734595401172,78.75856655053613,39633168.63839998
AFG,2020-12-14,0.35,1.1327494358295749,12622.233520824244,0.05368873719258462,862831.4836468982,1818.6940786615264,4.58881825789579,48968.5675005734,123.55451048425256,1690.9737222237063,4.26656202447903,537.9262099242261,405.6743871712595,3998.0391461175013,7.559108677529838,9.057808873941203,219.36374808616767,78.91247157924569,39633168.63839998
AFG,2020-12-14,0.4,1.1331721350373467,13295.482244118484,0.05426319725665418,872105.7345974855,1819.542272850454,4.590958369872872,49006.93945734073,123.65132827118609,1729.767611692034,4.364444406335173,548.5653288994533,415.4922581474192,4075.5260076937952,7.705553677767085,9.25491847372377,224.17623895648083,79.07833094607085,39633168.63839998
AFG,2020-12-14,0.45,1.1336153012496426,13973.26449774585,0.05473601044893707,878963.1016474114,1820.1462216358527,4.592482216706592,49050.25035131413,123.76060768401464,1762.072227917499,4.4459534487238885,559.3772589838914,424.66368195976287,4166.828879352957,7.849717508791968,9.453719473661382,228.75320800458354,79.20671220253904,39633168.63839998
AFG,2020-12-14,0.5,1.1339054029613485,14482.710836535804,0.055170922053151085,885532.8097954671,1820.9673388797323,4.594554009783171,49087.37513005836,123.85427866723312,1799.235396472806,4.539721294778217,572.8606345952957,434.72919376551454,4237.629534432174,7.990302712562414,9.693783761984918,231.98015585399503,79.34604289118619,39633168.63839998
AFG,2020-12-14,0.55,1.1342318445340118,15149.524671710144,0.05560134156209389,893683.321866595,1821.6581220673002,4.596296951897816,49122.56341211414,123.94306359981528,1831.7451470603305,4.621747919709806,585.3623120945449,444.31815280749385,4319.615857335136,8.142190426164408,9.924568054606656,236.9384573660893,79.49420915931636,39633168.63839998
AFG,2020-12-14,0.6,1.134667340783708,15867.48958510914,0.056097042279783585,900913.3447665072,1822.799932974614,4.599177899716377,49172.97270537923,124.07025326190114,1869.8456787244472,4.717880863335216,601.355040626027,454.3937788486601,4424.4434159228895,8.280633737803798,10.126202152512699,241.32021885205654,79.6398654455319,39633168.63839998
AFG,2020-12-14,0.65,1.1350545654609898,16701.235443797043,0.05664822772165574,910506.9584262436,1823.5545026177035,4.601081783935109,49225.44718151505,124.20265366776972,1908.6715598015744,4.815843964472452,617.7608826092243,468.83729449537407,4517.350288843643,8.408865307205781,10.296412600787184,245.07932561520005,79.81627637148038,39633168.63839998
AFG,2020-12-14,0.7,1.1354340899252733,17518.17489664536,0.057114655732288265,920451.8312371919,1824.5501873344388,4.6035940350392766,49274.29942098741,124.32591466645007,1954.5563602283853,4.931617701479071,632.4665550139154,482.68545099676146,4620.403111284295,8.566639599253241,10.516101802684146,249.81664533760573,79.96025287411493,39633168.63839998
AFG,2020-12-14,0.75,1.1358855538223274,18358.793143286166,0.05768769658761645,933562.2630760171,1825.7624848769242,4.606652830447602,49332.928056150166,124.47384287198334,1989.9060351935227,5.0208098508316885,648.3876027538207,493.0916925228144,4720.934559635611,8.733032054714121,10.81717134517131,254.71391772444463,80.1101945419582,39633168.63839998
AFG,2020-12-14,0.8,1.1364522203809424,19440.51350618905,0.05844356143273876,946028.965246462,1826.810118655016,4.609296156263032,49384.36121089505,124.60361587906773,2047.9943079029306,5.167374646695948,665.9629742603859,510.6172406454717,4828.484255751724,8.935163862012272,11.10110814505068,261.75163889019353,80.35817287511513,39633168.63839998
AFG,2020-12-14,0.85,1.1370425126990409,20879.30084926447,0.0591026763136929,962726.7584971881,1828.151019578356,4.612679435898263,49482.33506864786,124.8508175566492,2114.6938800294656,5.335666949375757,689.9783541381183,528.338189424981,4939.5831049763265,9.235709502655155,11.506383418403821,268.29696316154053,80.5603724477182,39633168.63839998
AFG,2020-12-14,0.9,1.1376521845682293,22499.43185650108,0.06008428669757272,978682.9618903919,1829.7636361935633,4.616748292037221,49597.81450222377,125.14218823818493,2193.534376923923,5.534592494829295,714.0586930220737,549.8098949907134,5168.440562232484,9.562535733971682,11.896211454499646,278.13713443662255,80.8361591051833,39633168.63839998
AFG,2020-12-14,0.95,1.1386087725857386,25031.549294647637,0.061486035004268164,1016462.0759552864,1832.5496681557952,4.623777838394343,49762.72290733658,125.55827509366037,2302.400687600087,5.809277346977817,755.2296004707101,593.7932047218244,5545.767250955171,9.992981313516568,12.481420168213436,293.0186938173357,81.20788308553571,39633168.63839998
AFG,2020-12-14,0.975,1.139405479167244,27983.830109696188,0.062420164979407576,1039848.3098986023,1834.5811477943528,4.6289035442320285,49924.64173137339,125.96681882003791,2428.171327227788,6.126614173551516,804.7017310079349,622.591679943316,5824.240603332066,10.477050840809737,13.236429191968625,306.57825909095965,81.53851721735471,39633168.63839998
AFG,2020-12-14,0.99,1.1405596146179886,30010.48385614846,0.06352673638189235,1065911.7445392748,1837.5151137380944,4.636306348611637,50039.31383508216,126.25615249596727,2574.203378761972,6.495073362032086,873.4489150138897,697.374059868543,6150.2278999262635,10.755529149548323,14.022495546234115,320.3223987426959,81.90044049900756,39633168.63839998
AFG,2020-12-15,0.01,1.126970080540032,4142.035810826535,0.0461243989807006,772301.4756666366,1813.7739947501345,4.576404201486923,48580.12240113744,122.57440944065443,1279.2817392442348,3.227805858562512,384.5937520732809,284.42661872609267,2870.826032290821,6.3354718171913,6.737716176133389,164.64492440077024,76.90225658461266,39633168.63839998
AFG,2020-12-15,0.025,1.1281608701823909,5453.9224538430235,0.047009971043398616,786744.3204517841,1815.7847195821232,4.5814775400593035,48695.78606584109,122.86624496296386,1382.4127784136135,3.4880198225539165,426.6322187364624,311.422910152934,3152.4316955883887,6.665425646599576,7.179667514782138,176.1392038908951,77.27536381748816,39633168.63839998
AFG,2020-12-15,0.05,1.128800679727802,7107.910446234605,0.04813882568123462,798001.5640252674,1817.380390864548,4.585503640765466,48814.09421807021,123.16475289531851,1455.6839636967816,3.672893219762378,451.71287687734895,330.82073241707354,3321.070978943092,6.944991010169983,7.46741644628044,185.4072311069896,77.55328709002562,39633168.63839998
AFG,2020-12-15,0.1,1.1298463248715371,9075.657204697654,0.049781372937975486,817133.07136837,1820.3658168710574,4.593036286044847,48915.08098487591,123.41955656173002,1528.643493160264,3.856980265966381,477.32446684411985,351.70602980804085,3534.015695538617,7.276247324680997,7.898725023233965,196.4899041908167,77.89756778598557,39633168.63839998
AFG,2020-12-15,0.15,1.1307060751698126,10015.303640701974,0.050726649382344766,832066.4267519439,1822.0802344385681,4.597362000153532,48981.73271601897,123.58772815495077,1581.5568361664684,3.9904879940235762,500.2530206294744,370.09187048927663,3685.085794172154,7.569039910985957,8.329076375156161,202.9773265764423,78.13497432707612,39633168.63839998
AFG,2020-12-15,0.2,1.1312829888553824,10833.851128414824,0.05165365286290188,840764.0861920152,1823.5931810674088,4.601179375046376,49027.615635255876,123.70349714545344,1636.1860495518365,4.128325101835437,516.3044648832481,387.0106617165755,3791.0511124232103,7.7753510837394915,8.564263084134371,208.3979428870373,78.37792566699683,39633168.63839998
AFG,2020-12-15,0.25,1.1318451738660087,11436.166581200996,0.05233881553158611,850304.263487592,1825.000126785,4.604729294888585,49087.45597660374,123.85448265431809,1683.0425380420709,4.24655054305044,532.3895654162465,399.12003195447585,3880.329776073861,7.94767248342266,8.794517701006264,212.90033954769112,78.58525588413644,39633168.63839998
AFG,2020-12-15,0.3,1.1322743464431109,12191.09718355123,0.05310208299961212,859860.6074798175,1826.0054951493512,4.6072659791833095,49141.600643757454,123.99109718455591,1720.4432613623514,4.340917772835957,543.8682044650019,408.5784051318003,3965.4294312811617,8.113639265717639,8.951495256378523,217.85667578536098,78.75856655053613,39633168.63839998
AFG,2020-12-15,0.35,1.1327494358295749,12786.359183444629,0.05368873719258462,867354.5905656455,1826.9633492488117,4.609682778375419,49190.673949973534,124.1149159653953,1753.9688571843967,4.425507516663714,555.0039376352545,418.8671017850357,4059.041791417803,8.23571692201751,9.164363883987217,222.14255738150192,78.91247157924569,39633168.63839998
AFG,2020-12-15,0.4,1.1331721350373467,13522.74260714638,0.05426319725665418,876303.5356051334,1828.06696842909,4.61246736315174,49230.62546768708,124.21571920441471,1789.9569510017484,4.516310485625633,568.6079981029568,430.16980844811366,4111.86940431734,8.421701340309244,9.353885641405377,226.69242198104052,79.07833094607085,39633168.63839998
AFG,2020-12-15,0.45,1.1336153012496426,14185.850302582181,0.05473601044893707,883145.0164772135,1828.9317892061827,4.614649426324591,49278.497194211486,124.3365062324749,1826.0941414527724,4.607489646143249,580.4932602611766,440.69413238325296,4191.197111710188,8.55285254400683,9.580086861445897,230.86279608183904,79.20671220253904,39633168.63839998
AFG,2020-12-15,0.5,1.1339054029613485,14671.937528966435,0.055170922053151085,890084.6641660081,1829.556852772029,4.6162265486878065,49324.374175923884,124.45226024177698,1865.0049372034161,4.705666998818866,594.6547026396403,451.7111513082441,4287.198138755259,8.699283034517581,9.83579802292856,235.29680891830083,79.34604289118619,39633168.63839998
AFG,2020-12-15,0.55,1.1342318445340118,15354.749599323422,0.05560134156209389,897672.3719943891,1830.5525924280328,4.618738938411394,49364.56145861581,124.55365834864695,1898.444572593475,4.79003985251409,608.3217061195219,461.11574746001986,4387.384644636944,8.896464771348464,10.040994281908807,239.92456382412547,79.49420915931636,39633168.63839998
AFG,2020-12-15,0.6,1.134667340783708,16115.190797841606,0.056097042279783585,905203.6743146592,1831.7372260318784,4.621727933852696,49416.86337067666,124.68562335133959,1940.7279393882445,4.896726671275792,624.1078592820767,471.95458962121313,4483.97124916664,9.03926446121175,10.247040650884667,245.01600047366944,79.6398654455319,39633168.63839998
AFG,2020-12-15,0.65,1.1350545654609898,16899.362534493623,0.05664822772165574,914777.7929756648,1832.800398454985,4.624410465831924,49476.32510800705,124.83565358957995,1984.626491821136,5.007488828178783,641.2235318010441,485.84749818973586,4587.642952310547,9.160856206904864,10.47162875618406,249.1502658326244,79.81627637148038,39633168.63839998
AFG,2020-12-15,0.7,1.1354340899252733,17729.722008190787,0.057114655732288265,925417.9060478964,1833.9306750869428,4.627262311068602,49529.100742488496,124.9688138598651,2027.1443298942213,5.114767250605724,655.7097588341018,500.3835692727688,4691.737221139816,9.355850064463803,10.685350874843763,254.19708450230144,79.96025287411493,39633168.63839998
AFG,2020-12-15,0.75,1.1358855538223274,18594.236885216884,0.05768769658761645,937981.6499515914,1835.1901951153986,4.630440255380718,49592.84402358983,125.12964702887793,2069.0390639238954,5.220473494817254,673.4051097504938,512.8248610916118,4807.2570144513675,9.534524263238788,10.950633024449171,259.172602002806,80.1101945419582,39633168.63839998
AFG,2020-12-15,0.8,1.1364522203809424,19684.61613711824,0.05844356143273876,950319.0438542381,1836.7278191441133,4.634319894787659,49651.13952829555,125.27673469990818,2127.010540126978,5.36674359684214,692.415713171956,529.9314654898823,4897.852245188506,9.718562238043884,11.308254909189243,266.1386745609788,80.35817287511513,39633168.63839998
AFG,2020-12-15,0.85,1.1370425126990409,21112.089961244918,0.0591026763136929,967551.2920974743,1838.050528109372,4.637657273580978,49753.120307402314,125.53404639768635,2197.173857232608,5.543775410134123,715.4444936234373,550.0335514397748,5030.425156470117,10.018019868103403,11.675053758310966,272.5156088924109,80.5603724477182,39633168.63839998
AFG,2020-12-15,0.9,1.1376521845682293,22793.59604597373,0.06008428669757272,983627.5356071224,1840.0593860784977,4.6427259017985545,49882.91981921659,125.8615486294623,2281.5984258488024,5.75679034564548,743.3806934452092,572.3675052369455,5288.610373423959,10.439350654562759,12.112562847138063,283.03623531692494,80.8361591051833,39633168.63839998
AFG,2020-12-15,0.95,1.1386087725857386,25404.003275715568,0.061486035004268164,1020937.4873805414,1843.1524190199261,4.6505300543497885,50055.60902497341,126.29726752777289,2403.263460175789,6.063768158691463,787.610491345368,619.4593362493689,5694.695126268415,10.923642491307618,12.811608773884853,299.11188400043494,81.20788308553571,39633168.63839998
AFG,2020-12-15,0.975,1.139405479167244,28163.462076815133,0.062420164979407576,1044143.5565956213,1845.476496875437,4.656394026208095,50236.59767654122,126.75392708285185,2532.931881447588,6.390939630785582,839.5161994566879,649.5694075264963,5958.151249178575,11.38406847693023,13.552910818782024,315.8662608968476,81.53851721735471,39633168.63839998
AFG,2020-12-15,0.99,1.1405596146179886,30457.96598115811,0.06352673638189235,1071601.6183583762,1848.6376158534247,4.664369969304719,50371.29698408115,127.09379218112065,2682.706480383161,6.768841787189145,911.9312286403084,725.9704072466689,6360.058220312862,11.625780848031305,14.324953423794618,328.02758671689236,81.90044049900756,39633168.63839998
AFG,2020-12-16,0.01,1.126970080540032,4240.4982135936625,0.0461243989807006,775455.7175880775,1820.8883700194308,4.5943547603589785,48746.603363023714,122.99446407571324,1310.7914860142218,3.3073093346975435,392.5924202773198,291.36495397339945,2950.5463782848165,6.843051615112097,6.716868499748213,162.7987235344111,76.90225658461266,39633168.63839998
AFG,2020-12-16,0.025,1.1281608701823909,5525.8406166969835,0.047009971043398616,790602.0393092552,1823.0937618030289,4.5999192707409735,48863.89443561401,123.29040577459791,1417.1913659495758,3.5757710388477,434.3902081065745,319.63754387910086,3120.9389406669115,7.138181077497354,7.1174466458568695,175.6355688725013,77.27536381748816,39633168.63839998
AFG,2020-12-16,0.05,1.128800679727802,7237.873429172415,0.04813882568123462,801751.1779028694,1825.1557271570716,4.605121896281352,48996.658402108624,123.6253877380788,1490.182826130236,3.7599386506947625,465.2003418756621,339.54723646484064,3325.908398157085,7.52741873725992,7.512926892426616,184.2911358627256,77.55328709002562,39633168.63839998
AFG,2020-12-16,0.1,1.1298463248715371,9226.685285290827,0.049781372937975486,821489.3872138949,1828.3762460065984,4.613247713520217,49113.469259503734,123.92011778719713,1572.5819727992775,3.967843164766864,490.82591510731584,361.2457822393538,3559.6312174066443,7.836270284632037,7.941508300283075,197.84380232167783,77.89756778598557,39633168.63839998
AFG,2020-12-16,0.15,1.1307060751698126,10165.795209241647,0.050726649382344766,835996.8477415474,1830.428903212612,4.618426853307755,49186.166719477646,124.10354359560822,1625.7700015199928,4.102043963108235,513.5761460087497,382.50238527732836,3707.672145317516,8.126538075872206,8.344823933141695,204.640516044361,78.13497432707612,39633168.63839998
AFG,2020-12-16,0.2,1.1312829888553824,10941.642188325019,0.05165365286290188,845571.0740931898,1832.0288536179714,4.622463750836582,49241.86807412792,124.2440858650353,1682.6881133216955,4.245656280157637,532.1992068364862,397.2280568344413,3837.698262156927,8.368376382963984,8.66435856728077,209.5458918853932,78.37792566699683,39633168.63839998
AFG,2020-12-16,0.25,1.1318451738660087,11566.122941605212,0.05233881553158611,854521.4804875036,1833.6262654841144,4.6264942432776905,49305.171201438905,124.40380846478136,1737.167988165718,4.383116586047077,547.9312329323864,411.7618231588945,3920.862259934141,8.5247091543865,8.882907813878623,215.29498402999556,78.58525588413644,39633168.63839998
AFG,2020-12-16,0.3,1.1322743464431109,12339.013814618549,0.05310208299961212,863783.5071988131,1834.702956554256,4.629210884684704,49361.385619220986,124.54564526389014,1772.2770579994767,4.471701655169566,559.8798665987435,420.7976135778768,4013.936162033883,8.720330617658748,9.040610304509421,220.6987560693105,78.75856655053613,39633168.63839998
AFG,2020-12-16,0.35,1.1327494358295749,12905.003667841986,0.05368873719258462,871822.9213931549,1835.991929912348,4.632463143846345,49418.523070897434,124.68981100596777,1810.061633537344,4.567037397518608,571.6819337351001,432.4479134117773,4111.140657854098,8.857358523777462,9.243406242932338,224.45388164345803,78.91247157924569,39633168.63839998
AFG,2020-12-16,0.4,1.1331721350373467,13670.070265342649,0.05426319725665418,880470.6326625303,1837.166365898764,4.635426409279728,49458.65884336487,124.791079145373,1844.4804377723515,4.653880830475063,585.9960304278303,443.9797782241988,4177.614496072794,9.039348827729675,9.491367883503834,229.84124735259132,79.07833094607085,39633168.63839998
AFG,2020-12-16,0.45,1.1336153012496426,14409.651942028726,0.05473601044893707,887246.5161788715,1838.2452653599466,4.638148622764666,49515.154403480745,124.93362530571491,1887.0393382698362,4.7612628591131925,599.1998136919012,455.2308832547304,4253.365251161274,9.206702624221727,9.724326883448844,234.8042270269885,79.20671220253904,39633168.63839998
AFG,2020-12-16,0.5,1.1339054029613485,14860.993793050344,0.055170922053151085,894403.305745659,1839.0374231601254,4.640147347134668,49558.51295647943,125.04302496889672,1924.7807324768976,4.856489648955312,613.4017050155551,466.57996853241525,4360.339758356675,9.363379131555003,9.982756789051171,239.2757934491504,79.34604289118619,39633168.63839998
AFG,2020-12-16,0.55,1.1342318445340118,15524.446212387424,0.05560134156209389,901856.7500761416,1840.0937109645843,4.6428125082629546,49608.31180633467,125.16867439730751,1960.7505845668481,4.947246591500399,628.0840359716008,476.1713331365275,4457.66270709422,9.561887357493172,10.175095046547316,243.48008992351373,79.49420915931636,39633168.63839998
AFG,2020-12-16,0.6,1.134667340783708,16298.653103043984,0.056097042279783585,909524.7641890214,1841.4096292027646,4.646132753106826,49663.4238982288,125.30772987479648,2009.1564400238615,5.069381301189277,643.8359392334875,487.27373614718056,4553.872811110843,9.722282510281612,10.39685028404478,248.52254737624943,79.6398654455319,39633168.63839998
AFG,2020-12-16,0.65,1.1350545654609898,17101.391648633773,0.05664822772165574,919811.4932457007,1842.6426664240976,4.6492438776111085,49730.68920203333,125.47744959722958,2052.714298990576,5.179283841064708,663.1997597747959,502.5552044424618,4670.4064648133035,9.867380872704748,10.648323790243836,253.88619187283973,79.81627637148038,39633168.63839998
AFG,2020-12-16,0.7,1.1354340899252733,17860.164232207502,0.057114655732288265,930117.0730764724,1844.045955197541,4.652784570474318,49789.439316908065,125.62568431298178,2092.373640815637,5.279349879657028,679.1616247087293,517.1859902757668,4773.2263817060775,10.05181968503651,10.877895165341975,258.74437525149034,79.96025287411493,39633168.63839998
AFG,2020-12-16,0.75,1.1358855538223274,18855.347960342344,0.05768769658761645,942981.4238586564,1845.2700853840759,4.655873221290263,49856.58981267108,125.79511435874895,2139.0400850959845,5.397095812883104,698.4513075742917,531.3229345456286,4885.774474635149,10.263303130355537,11.14479792067518,264.447993736768,80.1101945419582,39633168.63839998
AFG,2020-12-16,0.8,1.1364522203809424,19932.339445648835,0.05844356143273876,955552.3908949764,1847.001447846244,4.660241689726297,49928.01080108641,125.97531945177838,2196.5041284220347,5.542085591142653,716.0546059903853,548.6812817015468,4990.945514463841,10.41830410634758,11.5012580559048,270.21590458506046,80.35817287511513,39633168.63839998
