adm0,date,stat,cases_asymptomatic_active,cumulative_deaths,daily_cases,daily_cases_reported,daily_deaths,cumulative_cases,cumulative_cases_reported,ICU,VENT,CASE_REPORT,Reff,doubling_t,N,cases_active,hospitalizations,cases_per_100k
SSD,2020-08-06,mean,95.7480440000001,46.040999999999535,-38.78859899999999,-4.347423000000004,0.0,21530.42824100001,2426.652576999999,1.770431999999999,1.3142150000000017,0.12111799999979035,1.037199305885111,150.8309623641551,11158593.436094029,271.90089699999965,6.6993030000000005,2.4366950777191883
SSD,2020-08-07,mean,96.33012199999999,46.15910599999998,24.908435999999977,2.7906340000000034,0.11907100000000015,21555.336658999982,2429.4431920000006,1.7039530000000025,1.265393,0.12111800000029475,1.037199305885186,150.830962364573,11158593.434691,260.9220359999999,6.435664000000001,2.3383057867205572
SSD,2020-08-08,mean,98.57776600000003,46.266865000000024,27.792682000000024,3.143288000000003,0.10772500000000007,21583.12926899996,2432.5859649999998,1.6662900000000014,1.2378169999999977,0.12111799999976487,1.0371993058832158,150.83096236529465,11158593.433089009,253.43679600000007,6.288226000000005,2.2712252894569502
SSD,2020-08-09,mean,100.80231399999998,46.366460000000025,28.00778,3.1744410000000003,0.09967800000000007,21611.137613000006,2435.7608079999986,1.650226999999999,1.2260310000000003,0.1211180000000289,1.0371993058833306,150.830962365079,11158593.432670988,246.92688499999966,6.226189999999997,2.2128854007443994
SSD,2020-08-10,mean,102.52715499999995,46.460448000000014,27.277317999999994,3.0761100000000035,0.09397099999999989,21638.415389000027,2438.8371830000024,1.648966000000003,1.2252599999999996,0.12111799999979365,1.0371993058840232,150.83096236654265,11158593.432182007,240.59195999999986,6.224740000000005,2.156113684598627
SSD,2020-08-11,mean,104.55802200000012,46.551149,28.209803999999966,3.1970180000000004,0.09066099999999996,21666.62557799999,2442.034451000002,1.6646390000000013,1.2370470000000002,0.12111799999822881,1.0371993058830502,150.8309623675701,11158593.432081021,236.0374530000001,6.288378999999999,2.115297545669072
SSD,2020-08-12,mean,106.38251499999991,46.64025599999992,28.320443000000004,3.2050450000000006,0.08908300000000016,21694.94650000001,2445.239830999999,1.6869150000000002,1.2537729999999985,0.1211179999970077,1.0371993058816562,150.83096237153381,11158593.433033017,232.28690300000014,6.380105000000001,2.0816862303841663
SSD,2020-08-13,mean,107.70856099999999,46.729335000000006,28.03378900000003,3.180030999999998,0.08899200000000003,21722.980819999975,2448.420095000001,1.7121000000000004,1.2729059999999974,0.12111799999595611,1.0371993058804687,150.8309623795429,11158593.436219001,228.84647500000008,6.4817479999999925,2.050854135945138
SSD,2020-08-14,mean,108.82304499999995,46.820580000000014,27.799367000000025,3.1558829999999998,0.09091100000000012,21750.78081099998,2451.576352999999,1.7372019999999995,1.291761,0.12111799999744621,1.037199305873043,150.8309623989149,11158593.44328802,225.73943799999955,6.585045000000012,2.023009791935592
SSD,2020-08-15,mean,109.91470100000008,46.91787899999994,28.239513999999993,3.1972840000000002,0.09685800000000008,21779.020835999963,2454.774144999999,1.7662690000000005,1.3137469999999998,0.12111800000224823,1.0371993058559608,150.83096244889336,11158593.460461026,223.50329599999984,6.7039650000000055,2.002970148450642
